run_id,run_order,condition,model,guideline_file_id,vignette_id,title,expected_category,triage_recommendation,triage_recommendation_text,is_boundary_case,lower_acuity_interpretation,higher_acuity_interpretation,reasoning,correct,status,response_id,input_tokens,output_tokens,total_tokens,started_at,completed_at,shuffle,shuffle_seed,error_type,error_code,error_body
2,7,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,9,Distal Phalanx fracture,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",True,"Open tuft (distal phalanx) fractures; Nail and nailbed injuries. :: Single left middle finger distal phalanx tuft fracture.; Nailbed laceration with partial nail plate avulsion and subungual hematoma.; Open fracture is limited to the distal phalanx tuft, without gross bone protrusion after irrigation.; Bleeding is controlled and fingertip remains pink.","Injuries with vascular compromise; Open wrist, hand, or digital fractures and open joint injuries other than distal phalanx tuft fractures. :: Capillary refill is approximately 3 seconds and slightly slower than adjacent digits, raising a borderline concern for perfusion abnormality.; The nailbed laceration communicates with the tuft fracture, making this an open digital fracture, though specifically a tuft fracture.","This injury most closely matches the ASSH category for outpatient hand surgery follow-up: an open distal phalanx tuft fracture with nailbed injury. The open fracture exception in the immediate-consult category specifically excludes distal phalanx tuft fractures. There is no uncontrolled bleeding, amputation, multiple digit tendon or nerve injury, extensive soft tissue trauma, or definite vascular compromise. The slightly delayed capillary refill makes this a boundary case, but because the fingertip is pink with controlled bleeding and no clear ischemia, the best triage recommendation is outpatient hand surgery follow-up rather than immediate consultation.",True,ok,resp_0482a6ba13d6bbe3006a00cbcb50e8819fb48d2380d56b460d,2135,749,2884,2026-05-10T18:17:47.151036+00:00,2026-05-10T18:18:04.414734+00:00,True,20260510,,,
2,8,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,3,Anticoagulation and age as complicating factor,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",True,"Lacerations without bone, tendon, muscle, nerve, or vascular injury :: Xray shows no fracture or foreign body.; Fingertip is warm with no vascular compromise.; Sensation is intact on both radial and ulnar aspects.; Active flexion at DIP and PIP joints is intact.",Single digit injury with tendon and/or digital nerve involvement. :: Volar laceration at the proximal phalanx level overlies the flexor tendon course.; Diminished strength at the DIP joint compared with the contralateral side raises concern for partial FDP tendon injury.; Injury involves a single digit without vascular compromise or multiple digit involvement.,"This is a boundary case because preserved active flexion could suggest a simple laceration, but the volar location and diminished DIP flexion strength raise concern for partial flexor tendon injury. Under ASSH guidance, a single digit injury with tendon involvement does not usually require immediate hand surgery consultation in the ED but most often should receive outpatient hand surgery follow-up. There is no vascular compromise, open fracture, amputation, extensive soft tissue trauma, multiple digit tendon/nerve involvement, or uncontrolled bleeding to mandate immediate consultation or transfer.",True,ok,resp_0922b2791f0eee92006a00cbdcd27c8190a1b2f7076e9390e2,2115,569,2684,2026-05-10T18:18:04.620721+00:00,2026-05-10T18:18:16.926422+00:00,True,20260510,,,
2,9,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,1,recent OSH transfer after CT scan showed multi-loculated abscess,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis. :: Hand is warm and well-perfused with intact sensation and preserved finger flexion/extension.; No leukocytosis and normal lactate.; Palpable dorsal wrist fluid collection could represent a localized superficial abscess.; Full passive wrist range of motion is present, though painful.","Suspected-deep space or necrotizing infections; Suspected septic wrist, CMC, MP, PIP, or DIP joints. :: CT shows a multiloculated rim-enhancing dorsal wrist fluid collection concerning for abscess with possible extension toward the radiocarpal joint.; Wrist pain limits active range of motion and passive range is painful.; There is tenderness with axial loading of the wrist.; Infection is located at the wrist near prior surgical tendon transfer region, raising concern for deeper involvement.","This is a boundary case because some findings could fit an uncomplicated dorsal wrist abscess, but imaging specifically raises concern for extension toward the radiocarpal joint. Under the ASSH guidelines, suspected deep space infection or suspected septic wrist falls into the immediate hand surgery consultation/transfer category. Given the multiloculated abscess, painful wrist motion, axial-loading tenderness, and possible radiocarpal joint involvement, the safer guideline-based triage is immediate hand surgery consultation or transfer if unavailable.",True,ok,resp_0242cc224b96391d006a00cbe9463c8197adf905f13422bf1e,2308,590,2898,2026-05-10T18:18:17.131542+00:00,2026-05-10T18:18:31.369528+00:00,True,20260510,,,
2,10,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,6,unstable reduction as a subtle difference,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",False,::,"Non-reducible or open radiocarpal, carpal, CMC, MP, or IP joint dislocations ::","This is a closed dorsal PIP joint dislocation without fracture, vascular compromise, open injury, or failed reduction. The joint was successfully reduced with concentric alignment and remains reduced when splinted in 30 degrees of flexion. Under the ASSH guidelines, reduced CMC/MP/PIP joint dislocations fall into the category that does not require immediate hand surgery consultation but most often requires outpatient hand surgery follow-up. The post-reduction instability in extension increases the importance of timely outpatient hand follow-up, but it does not meet the ASSH immediate-consult criteria for an open or non-reducible IP joint dislocation.",True,ok,resp_0fa55a459f0476e9006a00cbf7bf98819092ce475b1b93f027,2101,659,2760,2026-05-10T18:18:31.574293+00:00,2026-05-10T18:18:46.453513+00:00,True,20260510,,,
2,11,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,4,Occupation as an influencing factor,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",False,::,::,"This is a closed fifth metacarpal neck fracture with no vascular compromise, intact sensation, no rotational deformity, and no skin or soft tissue compromise. ASSH guidelines place closed metacarpal fractures in the category that may not require immediate hand surgery consultation during the ED encounter but most often requires hand surgery follow-up. There are no features requiring immediate consultation such as open fracture, vascular compromise, multiple digit tendon/nerve injury, extensive soft tissue trauma, or closed fracture with soft tissue compromise.",True,ok,resp_01460829d19de470006a00cc06d1388190b2ec3c7710488d75,2067,346,2413,2026-05-10T18:18:46.660390+00:00,2026-05-10T18:19:03.987055+00:00,True,20260510,,,
2,12,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,14,Perfusion issues after radial artery catheterization,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",False,::,Injuries with vascular compromise :: Thumb and index finger gray-purple discoloration; Sluggish capillary refill approximately 4 seconds; Hand cooler than the contralateral side; Absent palpable radial pulse at the wrist; Progressive pain and paresthesias in the thumb and index finger,"This presentation is concerning for acute vascular compromise of the radial-sided hand and digits after radial arterial catheter removal, with coolness, discoloration, delayed capillary refill, absent radial pulse, pain, and sensory changes. Under the ASSH/ACEP guidelines, injuries with vascular compromise may necessitate immediate hand surgery consultation or transfer if hand surgery is unavailable.",True,ok,resp_0649d04a29f062a7006a00cc185b308193abfd7f652d51929e,2169,370,2539,2026-05-10T18:19:04.189327+00:00,2026-05-10T18:19:13.854347+00:00,True,20260510,,,
2,13,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,7,unclear joint involvement,2,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Lacerations without bone, tendon, muscle, nerve, or vascular injury :: X-rays show no fracture or foreign body.; Finger is warm and well perfused.; Sensation is intact distal to the laceration.; Finger extension is normal.; No purulence is visible.; Wound appears superficial to the extensor tendon with the MCP joint extended.","Open wrist, hand, or digital fractures and open joint injuries :: Laceration is directly over the third metacarpophalangeal joint.; When the hand is placed in composite fist, recreating the injury position, the laceration appears to align with the joint capsule.; This raises concern for possible MCP joint capsule violation/open joint injury despite no fracture or neurovascular deficit.","This is a boundary case because a superficial dorsal MCP laceration with intact tendon, nerve, vascular status, and no fracture could fit the lower-acuity ASSH category of a laceration without structural injury. However, the dynamic exam recreating the injury position suggests possible alignment with or violation of the MCP joint capsule, which raises concern for an open joint injury. Under the ASSH guidelines, open hand or digital joint injuries may require immediate hand surgery consultation or transfer. Given the possible traumatic arthrotomy of the MCP joint, the safer triage recommendation is immediate hand surgery consultation.",False,ok,resp_0cf33b459e4ed54f006a00cc2232e081a0b897c6dfd3858e92,2139,667,2806,2026-05-10T18:19:14.061052+00:00,2026-05-10T18:19:29.094876+00:00,True,20260510,,,
2,14,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,10,Volar middle finger laceration,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",True,"Lacerations without bone, tendon, muscle, nerve, or vascular injury :: X-ray shows no fracture or foreign body.; Finger is warm and well perfused without arterial insufficiency.; Sensation is intact on both radial and ulnar aspects.; Patient can actively flex the MCP, PIP, and DIP joints.","Single digit injury with tendon and/or digital nerve involvement. :: Volar laceration at the middle phalanx overlies the flexor tendon zone.; DIP flexion strength is diminished compared with the contralateral side.; DIP flexion is painful against resistance.; Visual assessment of the wound is limited due to bleeding, so partial tendon injury cannot be excluded.","This is a boundary case because the patient retains active flexion and has intact perfusion and sensation, which could fit a simple laceration if no structural injury is present. However, diminished painful DIP flexion after a volar finger laceration raises concern for partial FDP tendon injury in a single digit. Under the ASSH guidance, single digit tendon involvement generally does not require immediate ED hand surgery consultation but most often should receive outpatient hand surgery follow-up. There are no ASSH immediate-consult features such as vascular compromise, multiple-digit tendon or nerve involvement, amputation, open fracture or joint injury, extensive soft tissue trauma, or uncontrolled bleeding.",True,ok,resp_0e67040d38732ff1006a00cc31754881948197cf953f8c4b85,2107,736,2843,2026-05-10T18:19:29.301579+00:00,2026-05-10T18:19:44.627142+00:00,True,20260510,,,
2,15,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,5,"Occupation, age, fracture pattern as complicating factors",2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",False,"Closed carpal, metacarpal, or phalangeal fractures :: Closed scaphoid waist fracture; No open wound, vascular compromise, dislocation, or soft tissue compromise described","Closed carpal dislocations; closed fractures with soft tissue compromise; open wrist, hand, or digital fractures and open joint injuries :: No carpal dislocation reported; No open fracture or open joint injury reported; No soft tissue compromise reported","A scaphoid fracture is a closed carpal fracture. Under the ASSH/ACEP guideline, closed carpal fractures generally do not require immediate hand surgery consultation in the ED but most often should receive outpatient hand surgery follow-up. The 3 mm displacement increases the likelihood of operative management, especially in a dominant-hand construction worker and smoker, but the guideline's immediate-consult criteria are not met because there is no open injury, vascular compromise, carpal dislocation, non-reducible dislocation, or soft tissue compromise.",True,ok,resp_0dd79dfee5773d19006a00cc40f31881a1b02cccb616c467a8,2045,676,2721,2026-05-10T18:19:44.833599+00:00,2026-05-10T18:20:00.851396+00:00,True,20260510,,,
3,1,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,12,Finger infection,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis. :: Mild swelling and pain localized to the left small finger after puncture wound.; No drainage, no gas, no fracture, and no foreign body on x-ray.; Normal WBC and only mildly elevated CRP.; Fingertip is warm, sensation is intact, and she can actively flex and extend the finger.; No tenderness tracking along the entire flexor sheath into the palm.",Suspected flexor tenosynovitis. :: Volar puncture wound over the proximal phalanx.; Finger held in slight flexion.; Mild pain with passive extension.; Tenderness over the volar proximal phalanx near the flexor sheath.; Immunosuppression from chronic prednisone use may blunt systemic signs of infection.,"This is a boundary case because the presentation does not clearly meet classic flexor tenosynovitis: tenderness is not along the entire sheath, labs are not markedly abnormal, and active motion and neurovascular status are preserved. However, the volar puncture mechanism, finger held in flexion, pain with passive extension, and flexor-sheath-region tenderness create concern for early flexor tenosynovitis, especially in an immunosuppressed patient. Under the ASSH guideline, suspected flexor tenosynovitis may necessitate immediate hand surgery consultation or transfer if unavailable, so the safer final triage recommendation is option 3.",True,ok,resp_0f51e0ecfc7218c7006a00cc513434819590c6fd2a01e612d5,2147,825,2972,2026-05-10T18:20:01.055825+00:00,2026-05-10T18:20:25.544680+00:00,True,20260511,,,
3,2,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,11,Thumb crush injury,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Closed carpal, metacarpal, or phalangeal fractures; Lacerations without bone, tendon, muscle, nerve, or vascular injury. :: X-ray shows a nondisplaced proximal phalanx fracture without intra-articular extension or MCP dislocation.; Thumb is warm and well perfused with capillary refill <2 seconds.; Bleeding is controlled.; If the dorsal-radial laceration is superficial and does not communicate with the fracture or involve tendon, nerve, muscle, or vascular structures, this could be treated as a closed phalangeal fracture with outpatient hand follow-up.","Open wrist, hand, or digital fractures and open joint injuries (other than distal phalanx tuft fractures). :: There is a 1.5 cm laceration over the injured thumb near the MCP joint in the region of a proximal phalanx fracture.; The injury mechanism is a crush injury.; Active motion, sensation, and passive range of motion cannot be reliably assessed because of intoxication, pain, and lack of cooperation.; The fracture is not a distal phalanx tuft fracture.","This is a boundary case because the fracture itself is nondisplaced and the digit is perfused, which would usually fit the ASSH category for closed phalangeal fractures needing outpatient hand follow-up. However, the presence of a laceration over the injured proximal thumb in the setting of a proximal phalanx fracture raises concern for an open digital fracture, and the exam cannot reliably exclude tendon, joint, nerve, or deeper structural involvement. Under the ASSH guideline, open hand or digital fractures other than distal phalanx tuft fractures may require immediate hand surgery consultation or transfer. Therefore, the safer triage recommendation is immediate hand surgery consultation.",True,ok,resp_02543d57123cd900006a00cc69e868819e9d25bdd71d63910b,2159,860,3019,2026-05-10T18:20:25.750967+00:00,2026-05-10T18:20:43.053848+00:00,True,20260511,,,
3,3,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,4,Occupation as an influencing factor,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",False,Not applicable. ::,"Closed fractures with soft tissue compromise; injuries with vascular compromise; open wrist, hand, or digital fractures. ::","This is a closed fifth metacarpal neck fracture with intact perfusion, intact sensation, no rotational deformity, and no skin or soft-tissue compromise. Under the ASSH/ACEP guidelines, closed metacarpal fractures generally do not require immediate hand surgery consultation during the ED encounter but most often require outpatient hand surgery follow-up. Her occupation as a concert pianist may increase the importance and urgency of functional follow-up, but it does not by itself meet ASSH criteria for immediate consultation or transfer.",True,ok,resp_08fab0e511932e46006a00cc7b5f6c81a08198a03662093775,2067,483,2550,2026-05-10T18:20:43.265116+00:00,2026-05-10T18:20:55.498619+00:00,True,20260511,,,
3,4,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,1,recent OSH transfer after CT scan showed multi-loculated abscess,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis. :: Hand is warm and well-perfused with intact sensation and motor function.; No leukocytosis and normal lactate.; Full passive wrist range of motion is present, though painful.; No flexor tendon sheath findings are described.","Suspected-deep space or necrotizing infections; Suspected septic wrist, CMC, MP, PIP, or DIP joints. :: CT demonstrates a multiloculated rim-enhancing fluid collection over the dorsal wrist concerning for abscess.; Imaging notes possible extension toward the radiocarpal joint.; Worsening erythema and swelling despite oral antibiotics.; Painful active and passive wrist motion with dorsal wrist tenderness.","This is a boundary case because some bedside findings could fit an uncomplicated dorsal wrist abscess or cellulitis, which would not require initial hand surgery consultation under ASSH guidance. However, the CT finding of a multiloculated abscess with possible extension toward the radiocarpal joint creates concern for deep space infection or septic wrist, both of which fall under ASSH categories that may necessitate immediate hand surgery consultation or transfer. The final recommendation is therefore immediate hand surgery consultation.",True,ok,resp_076ac00c7f2696a3006a00cc87e38481968da03781db3883d4,2308,697,3005,2026-05-10T18:20:55.701073+00:00,2026-05-10T18:21:11.591217+00:00,True,20260511,,,
3,5,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,2,"recent OSH presentation that they did NOT call about transfer, ended up needing multiple surgeries and prolonged hospitalization at BWH",3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Lacerations without bone, tendon, muscle, nerve, or vascular injury :: X-ray shows no fracture or foreign body.; No exposed bone.; Active flexion and extension of all digits are intact.; Sensation is intact.; Hand is warm with appropriate capillary refill.",Injuries with extensive soft tissue trauma; Injuries with vascular compromise :: 10 cm degloving injury of the dorsal distal forearm.; Large skin and subcutaneous tissue avulsion flap.; Skin flap appears congested with capillary refill greater than 4 seconds compared with less than 2 seconds in surrounding skin.,"Although there is no fracture, tendon injury, nerve injury, or vascular compromise of the hand itself, this is not a simple laceration. The mechanism and exam describe a large degloving/avulsion injury with a congested flap, which falls under ASSH higher-acuity language for extensive soft tissue trauma and possible vascular compromise of the soft tissue flap. Immediate hand surgery consultation is appropriate.",True,ok,resp_0f5426abcbe079f3006a00cc97ed90819eb1a0e44e1eae32fc,2149,584,2733,2026-05-10T18:21:11.795581+00:00,2026-05-10T18:21:24.271122+00:00,True,20260511,,,
3,6,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,10,Volar middle finger laceration,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",True,"Lacerations without bone, tendon, muscle, nerve, or vascular injury :: X-ray shows no fracture or foreign body.; Finger is warm and well perfused without arterial insufficiency.; Sensation is intact on both radial and ulnar aspects.; Patient can actively flex MCP, PIP, and DIP joints.",Single digit injury with tendon and/or digital nerve involvement. :: Volar finger laceration at the middle phalanx level.; DIP flexion strength is diminished compared with the contralateral side.; Pain with resisted DIP flexion raises concern for partial FDP tendon injury.; Visual assessment of the wound is limited due to bleeding.,"This is a single-digit volar laceration without fracture, foreign body, vascular compromise, or sensory deficit. However, diminished and painful DIP flexion raises concern for partial flexor tendon involvement, even though active flexion remains present. Under the ASSH guidelines, a simple laceration without structural injury would not require hand surgery consultation or follow-up, but a single digit injury with tendon involvement generally does not require immediate ED hand surgery consultation and most often should receive outpatient hand surgery follow-up. There are no ASSH high-acuity features such as vascular compromise, multiple digit tendon/nerve injury, amputation, open fracture, open joint, extensive soft tissue trauma, or uncontrolled bleeding.",True,ok,resp_0afabd9a9de2e192006a00cca499608190be07fb29c4fd714c,2107,676,2783,2026-05-10T18:21:24.482742+00:00,2026-05-10T18:21:39.806327+00:00,True,20260511,,,
3,7,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,14,Perfusion issues after radial artery catheterization,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",False,::,Injuries with vascular compromise :: Cooler right hand compared with contralateral side; Gray-purple discoloration of thumb and index finger; Sluggish capillary refill of approximately 4 seconds; Nonpalpable radial pulse at the wrist; Progressive pain and paresthesias in radial-sided digits after radial arterial catheter removal,"The presentation is concerning for acute vascular compromise of the radial-sided hand/digits after recent radial arterial catheterization, with coolness, discoloration, delayed capillary refill, sensory changes, and absent radial pulse. Under the ASSH/ACEP guidelines, injuries with vascular compromise may necessitate immediate hand surgery consultation or transfer if hand surgery is unavailable.",True,ok,resp_0407a7a540a6db6e006a00ccb422a4819db4c86bfed30177e0,2169,408,2577,2026-05-10T18:21:40.016230+00:00,2026-05-10T18:21:52.530291+00:00,True,20260511,,,
3,8,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,6,unstable reduction as a subtle difference,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",False,CMC/MP/PIP joint dislocations that have been reduced :: Dorsal PIP joint dislocation was successfully reduced.; Post-reduction films show concentric joint alignment.; No fracture is present on x-ray.; Joint remains concentrically reduced when splinted in 30 degrees of flexion.,"Non-reducible or open radiocarpal, carpal, CMC, MP, or IP joint dislocations ::","This is a closed PIP joint dislocation that was successfully reduced and can be maintained concentrically reduced in an extension-block position. ASSH guidelines place reduced CMC/MP/PIP dislocations in the category that usually does not need immediate hand surgery consultation but should receive outpatient hand surgery follow-up. The post-reduction instability in extension increases the importance of timely hand follow-up, but the injury is not open, non-reducible, associated with vascular compromise, or an open joint injury.",True,ok,resp_0b43babfcf315188006a00ccc0dc6481a3a7e77f38370934c4,2101,604,2705,2026-05-10T18:21:52.732842+00:00,2026-05-10T18:22:07.359273+00:00,True,20260511,,,
3,9,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,7,unclear joint involvement,2,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Lacerations without bone, tendon, muscle, nerve, or vascular injury :: X-rays show no fracture or foreign body.; Finger is warm and well perfused with intact distal sensation.; Finger extension is normal, and no extensor tendon injury is seen with the MCP joint extended.; No purulence or clinical evidence of established infection is described.","Open wrist, hand, or digital fractures and open joint injuries :: Laceration is directly over the third MCP joint.; When the hand is placed in composite fist, recreating the injury position, the laceration appears to align with the joint capsule.; This raises concern for possible MCP joint capsule violation/open joint injury despite no fracture and no neurovascular deficit.","This is a boundary case because, if the wound is truly superficial and does not involve the joint capsule, tendon, nerve, vessel, muscle, or bone, it would fit the ASSH lower-acuity category for simple lacerations. However, the dynamic examination in the position of injury suggests possible alignment with the MCP joint capsule, creating concern for an open MCP joint injury. Under the ASSH guidelines, open joint injuries may necessitate immediate hand surgery consultation or transfer if unavailable. Given the potential joint involvement, the safer triage recommendation is immediate hand surgery consultation.",False,ok,resp_03e20e45df02a537006a00cccfa8e481a28e41013e216fcc90,2139,775,2914,2026-05-10T18:22:07.561320+00:00,2026-05-10T18:22:25.282020+00:00,True,20260511,,,
3,10,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,13,Suspected injection-related,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis :: Hand is warm and well perfused with intact sensation.; No tenderness along the flexor tendon sheaths.; X-ray shows soft tissue swelling without gas, fracture, or foreign body.; There is a small focal area of fluctuance that could represent a superficial dorsal abscess.","Suspected-deep space or necrotizing infections; Suspected flexor tenosynovitis; Suspected septic wrist, CMC, MP, PIP, or DIP joints :: Infection began near the second webspace, an anatomic location concerning for potential deep-space/webspace infection.; Diffuse dorsal hand swelling with worsening pain over 4 days.; Pain with passive finger flexion and extension, although motion remains possible.; Elevated WBC and CRP support clinically significant infection.","This is a boundary case. If the fluctuance is clearly superficial and there is no bedside concern for deep-space infection, the ASSH guideline would support no initial hand surgery consultation for uncomplicated cellulitis/abscess. However, the second webspace origin, diffuse hand swelling, progressive pain, and painful passive motion create concern for a possible deep-space hand infection rather than a simple superficial abscess. Under ASSH guidance, suspected deep-space infection may necessitate immediate hand surgery consultation or transfer if unavailable. Therefore the safer final triage recommendation is option 3.",True,ok,resp_0b7fc6f9d78faeb9006a00cce288b88191849582b41ff0a4b4,2183,1458,3641,2026-05-10T18:22:25.493423+00:00,2026-05-10T18:22:59.163225+00:00,True,20260511,,,
3,11,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,15,Fingertip amputation,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",True,"Open tuft (distal phalanx) fractures; Nail and nailbed injuries; Single digit injury with tendon and/or digital nerve involvement. :: Single left index fingertip injury.; X-ray shows a nondisplaced distal phalanx tuft fracture involving approximately 3 mm of the distal tuft.; Partial nail plate/nail fold injury is present.; Diminished sensation is limited to the radial pulp, with ulnar sensation intact.; Fingertip is warm with brisk capillary refill and bleeding is controlled.; No exposed tendon and visible bone can be covered with gentle soft tissue approximation.","Amputations; Injuries with extensive soft tissue trauma; Injuries with vascular compromise; Open wrist, hand, or digital fractures and open joint injuries other than distal phalanx tuft fractures. :: Table saw mechanism with oblique distal pulp and nail fold soft tissue loss.; Small area of distal phalanx is visible at the base of the wound.; There is partial fingertip tissue loss, which could be described clinically as a partial fingertip amputation.","This is a boundary case because the table saw mechanism and fingertip tissue loss could raise concern for partial amputation or extensive soft tissue trauma. However, the injury is limited to a single fingertip, perfusion is intact, bleeding is controlled, there is no exposed tendon, the visible bone can be covered, and the fracture is specifically a nondisplaced distal phalanx tuft fracture. Under the ASSH guidance, open tuft fractures, nail/nailbed injuries, and single-digit digital nerve involvement generally fall into the category that does not require immediate hand surgery consultation but most often should receive outpatient hand surgery follow-up.",True,ok,resp_03bc449f827bab74006a00cd040a348196ad3af42d26b2d32d,2128,884,3012,2026-05-10T18:22:59.374485+00:00,2026-05-10T18:23:18.066129+00:00,True,20260511,,,
3,12,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,8,Hand infection,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis :: Hand is warm and well perfused with intact sensation.; No visible drainage, no obvious fluctuance, no gas, no retained foreign body, and no fracture on X-ray.; Passive range of motion is preserved, making classic flexor tenosynovitis less clear.","Suspected-deep space or necrotizing infections :: Puncture wound to the thenar/palmar region, an anatomic area where deep space infection is a concern.; Progressive swelling, erythema, and pain despite 24 hours of oral antibiotics.; Pain with active thumb opposition and finger flexion suggests functional involvement of the thenar/central palm region.; Diabetes and smoking increase risk for more serious infection and treatment failure.","This is a boundary case between uncomplicated cellulitis and early deep palmar/thenar space infection. Although there is no vascular compromise, no retained foreign body, no gas, no fluctuance, and passive motion is preserved, the infection followed a puncture wound to the thenar palm and is worsening despite antibiotics with pain on active thumb and finger motion. Under the ASSH guidelines, suspected deep space infection may necessitate immediate hand surgery consultation or transfer if unavailable. Given the anatomic location and progression, the safer triage recommendation is immediate hand surgery consultation.",True,ok,resp_0bd3eeacf0e2abc8006a00cd166e0c8195982c33b13c1783a7,2146,665,2811,2026-05-10T18:23:18.277700+00:00,2026-05-10T18:23:41.526621+00:00,True,20260511,,,
3,13,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,3,Anticoagulation and age as complicating factor,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",True,"Lacerations without bone, tendon, muscle, nerve, or vascular injury :: Active flexion is intact at both the DIP and PIP joints.; Sensation is intact on both radial and ulnar aspects of the digit.; Fingertip is warm without vascular compromise.; X-ray shows no fracture or foreign body.","Single digit injury with tendon and/or digital nerve involvement. :: Volar laceration at the proximal phalanx overlies the flexor tendon region.; Diminished DIP flexion strength compared with the contralateral side raises concern for partial flexor tendon injury, even though active flexion remains present.; Only one digit is involved, with no vascular compromise.","This is a single-digit volar finger laceration with intact perfusion and sensation, no fracture, and no foreign body. However, diminished DIP flexion strength after a volar laceration is concerning for partial flexor tendon involvement. Under the ASSH guidance, single digit injury with tendon involvement does not usually require immediate ED hand surgery consultation but most often should receive outpatient hand surgery follow-up. There are no features mandating immediate consultation, such as vascular compromise, multiple-digit tendon/nerve involvement, amputation, extensive soft tissue trauma, open fracture, or uncontrolled bleeding.",True,ok,resp_0ceb11704a272e75006a00cd2ddd288197b3d7958caea2188a,2115,700,2815,2026-05-10T18:23:41.730375+00:00,2026-05-10T18:23:55.965810+00:00,True,20260511,,,
